dev
dev
dev
1100438, 1, 1.1976
1155206, 1, 2.7618
1263097, 2, 2.5670
1284509, 2, 2.9322
1293148, 2, 3.1861
1300271, 2, 3.0730
1306901, 2, 1.8781
1319224, 2, 2.7229
1329755, 2, 3.1116
1335933, 2, 2.6096
1344516, 2, 2.9168
1351329, 2, 2.9243
1357909, 2, 3.0278
1364108, 2, 2.8544
1372472, 2, 3.2439
1378596, 2, 3.1890
1384389, 2, 2.6925
1392342, 2, 3.0654
1399831, 2, 3.3429
1405162, 2, 3.1471
1410544, 2, 2.7520
1419833, 2, 2.6387
1434197, 2, 1.8433
1449894, 3, 3.0144
1554393, 4, 3.0479
1564327, 4, 2.2958
1671781, 3, 4.2571
1719141, 3, 5.5822
1729865, 3, 5.6345
1739148, 3, 5.1536
1748110, 3, 5.7331
1755206, 3, 5.5598
1764190, 3, 5.2960
1773285, 3, 5.7069
1779529, 3, 5.3949
1788391, 3, 5.2062
1794980, 3, 5.7688
1804181, 3, 5.5130
1813590, 3, 5.5583
1820048, 3, 5.5002
1829274, 3, 5.2281
1838365, 3, 5.8825
1847342, 3, 5.4607
1856373, 3, 5.5877
1864947, 3, 5.8091
1871198, 3, 5.6404
1880375, 3, 5.5845
1889147, 4, 5.7676
1897895, 3, 5.6187
1906550, 3, 5.4216
1914701, 3, 4.8081
1930456, 3, 5.0582
1942643, 3, 4.7752
1958587, 3, 5.1133
1972584, 3, 5.3657
1982144, 3, 5.0729
1991462, 3, 4.6420
2005960, 3, 5.6685
2018139, 3, 5.5425
2027060, 3, 5.5832
2035967, 3, 4.7531
2048697, 3, 4.2936
2063291, 3, 4.6792
2082902, 3, 5.2934
2092310, 3, 5.8514
2101777, 3, 5.5381
2111058, 3, 4.5334
2128777, 3, 4.9118
2147670, 4, 5.4946
2252462, 5, 6.7680
2297649, 5, 7.2429
2408020, 6, 8.7274
2449424, 6, 9.9149
2557243, 8, 9.2135
2579800, 8, 10.4360
2698694, 9, 11.2139
2736948, 9, 12.1396
2848546, 12, 11.2952
2864958, 12, 11.3087
2971886, 11, 13.8392
3008852, 11, 16.6225
3130913, 10, 16.1299
3151438, 10, 16.5013
3167122, 10, 17.3994
3184446, 10, 16.2970
3201646, 10, 17.1384
3215711, 10, 16.7556
3232009, 10, 16.3900
3247622, 10, 16.4207
3261663, 10, 16.7842
3277774, 10, 17.9633
3293346, 10, 18.9975
3307477, 10, 18.3562
3321505, 10, 17.3324
3336945, 10, 18.2261
3351262, 10, 17.8339
3366101, 10, 17.4097
3380146, 10, 17.4887
3393116, 10, 17.6245
3407049, 10, 17.5823
3423391, 10, 17.8939
3438569, 10, 17.6426
3453397, 11, 16.3442
3566398, 10, 17.3547
3592091, 10, 17.2532
3699629, 9, 18.0096
3715593, 9, 17.0778
3730487, 9, 16.8702
3746491, 9, 17.8050
3762363, 9, 16.6648
3775028, 9, 16.5276
3789830, 9, 16.9485
3805595, 9, 16.7945
3821147, 9, 17.0751
3837089, 9, 17.4878
3854289, 9, 17.3366
3869329, 9, 17.7261
3887017, 9, 17.1028
3901893, 9, 16.8906
3918114, 9, 16.9203
3935049, 9, 16.9035
3950847, 9, 17.5642
3966244, 9, 16.5745
3988456, 9, 17.3429
4006629, 9, 17.5768
4022636, 9, 17.6133
4037526, 10, 17.7550
4055125, 9, 17.5319
4072858, 9, 17.9094
4086519, 9, 17.5198
4101758, 9, 17.6752
4116489, 9, 17.7687
4128847, 9, 17.5639
4142551, 9, 18.4786
4157577, 9, 17.5333
4169486, 9, 17.6098
4183613, 9, 16.6078
4227891, 9, 17.2639
4244657, 9, 17.4101
4261349, 9, 17.2831
4277103, 9, 17.1557
4289690, 9, 17.0257
4304429, 9, 16.8520
4319895, 9, 16.9327
4334709, 9, 17.3152
4349804, 9, 17.2273
4363000, 9, 16.8161
4377532, 10, 17.2003
4390291, 9, 17.2688
4406181, 9, 17.6605
4421710, 9, 17.7334
4435407, 9, 17.1388
4450032, 9, 18.4263
4464440, 9, 17.5484
4476890, 9, 17.5184
4492184, 9, 17.4231
4507692, 9, 16.6418
4525412, 9, 18.1001
4540060, 9, 17.7531
4554588, 9, 16.8712
4569430, 9, 17.3709
4582096, 9, 17.0023
4598672, 9, 17.9338
4612984, 9, 17.9043
4627589, 9, 17.8771
4642134, 9, 16.7614
4660580, 9, 18.3185
4674493, 9, 18.0032
4686011, 10, 17.7979
4699775, 9, 17.7886
4715512, 9, 17.3574
4733179, 9, 17.1528
4748872, 9, 17.6734
4762191, 9, 16.9954
4778281, 9, 17.6935
4794410, 9, 18.5202
4808610, 9, 17.6855
4823737, 9, 16.6797
4840729, 9, 17.6645
4858691, 9, 17.0389
4873421, 9, 16.7021
4889043, 9, 16.3106
4904068, 9, 15.5716
4920852, 9, 17.1493
4935759, 9, 17.2072
4950838, 9, 17.6802
4966206, 9, 17.4501
4981362, 9, 18.1612
4995763, 9, 17.7572
5012251, 10, 16.7179
5120520, 9, 17.2609
5143636, 9, 17.8271
5250791, 6, 17.7205
5272709, 6, 17.4679
5299312, 6, 17.8799
5313394, 6, 17.7127
5327409, 6, 18.0686
5341563, 6, 17.7522
5355561, 6, 17.3227
5370082, 6, 17.4390
5386058, 6, 17.3029
5401263, 6, 17.2579
5420159, 6, 17.0291
5435769, 6, 17.1880
5450514, 6, 17.6541
5464440, 6, 16.6593
5479074, 6, 16.2385
5493037, 6, 16.4462
5508906, 6, 17.0479
5522904, 6, 17.1073
5539229, 6, 17.1819
5555421, 6, 16.7321
5571146, 6, 17.4707
5588625, 7, 17.2998
5606199, 6, 17.2659
5621392, 6, 17.2284
5637637, 6, 17.0648
5653098, 6, 17.2095
5668227, 6, 17.1107
5683005, 6, 16.5414
5707842, 6, 17.4942
5724250, 6, 17.1748
5737667, 6, 17.0471
5755401, 6, 17.0363
5771583, 6, 17.9817
5787018, 6, 17.9773
5803114, 6, 17.4263
5816816, 6, 17.5247
5830378, 6, 17.3964
5845695, 6, 17.4740
5861702, 6, 17.0647
5877015, 6, 16.5284
5893365, 6, 17.8370
5910154, 6, 18.1045
5927431, 7, 17.5552
6035180, 5, 17.0864
6077635, 5, 17.4186
6093561, 5, 16.9704
6110022, 5, 17.3982
6126058, 5, 16.9439
6141904, 5, 16.8741
6158599, 5, 16.6519
6174390, 5, 17.2732
6190458, 5, 17.0080
6208227, 5, 17.5559
6223797, 5, 17.1732
6239001, 5, 16.8969
6258101, 5, 17.8079
6272053, 5, 17.4832
6287550, 5, 16.2814
6312283, 5, 16.5344
6330020, 5, 15.8732
6344891, 5, 16.7465
6361719, 5, 15.7726
6378958, 5, 16.9856
6396461, 5, 17.3659
6410093, 6, 17.6436
6423533, 5, 17.6421
6437260, 5, 17.5501
6451446, 5, 16.5850
6474908, 5, 17.4804
6491014, 5, 16.9272
6504999, 5, 17.0858
6519546, 5, 16.8762
6559521, 5, 17.6205
6576215, 5, 17.8228
6590780, 5, 17.7552
6605298, 5, 18.0023
6620171, 5, 18.1102
6635779, 5, 17.7444
6652039, 5, 17.8793
6665377, 5, 18.3175
6679541, 5, 18.4615
6692945, 5, 18.2664
6707051, 5, 16.3352
6745602, 5, 17.8668
6784649, 5, 17.0121
6799913, 6, 16.7532
6814824, 5, 17.6597
6829103, 5, 16.7340
6849411, 5, 17.1875
6865222, 5, 17.7404
6880659, 5, 16.7268
6894706, 5, 15.3961
6910304, 5, 15.9659
6926575, 5, 15.3378
6943439, 5, 16.8892
6960643, 5, 16.6088
6978896, 5, 16.5734
6994483, 5, 16.4481
7008238, 5, 15.6467
7023010, 5, 16.0601
7039404, 5, 16.2381
7055069, 5, 15.9395
7070554, 5, 15.7354
7086025, 5, 15.6395
7135262, 5, 17.6335
7184851, 5, 17.5533
7203889, 6, 17.4873
7218920, 5, 15.9055
7327389, 6, 18.3698
7528092, 6, 18.4151
7658912, 7, 20.0325
7693825, 7, 20.2617
7801753, 8, 21.0001
7837960, 8, 20.9385
7946903, 9, 20.6889
8006343, 9, 21.8262
8116401, 10, 21.5095
8136482, 10, 20.6324
8245834, 9, 21.5009
8269247, 9, 21.8556
8376740, 8, 21.3875
8420378, 8, 21.9925
8441895, 8, 21.9783
8459640, 8, 21.1252
8477841, 8, 21.1072
8498077, 8, 21.2063
8517780, 8, 20.6490
8541194, 8, 20.6959
8564380, 8, 21.1086
8581702, 8, 21.1643
8597430, 8, 21.6925
8614360, 8, 20.9344
8633315, 8, 21.2426
8653402, 8, 21.9247
8670362, 8, 22.4198
8686204, 8, 22.3555
8702112, 8, 21.5542
8718370, 8, 22.3076
8734839, 8, 22.5709
8749586, 8, 22.4690
8765464, 8, 23.4193
8780755, 9, 23.3668
8794639, 8, 22.7139
8901313, 9, 22.4609
8922595, 9, 21.7283
9032592, 8, 21.9992
9050232, 8, 21.1543
